,總統,黨派,年份,屆次,演說,演說_removePunc,tokens
69,蔡英文,民進黨,2020,15,國家的光榮感，生死與共的共同體，這一段記憶，將會存在我們每一個人心中。團結的感覺，就是這個樣子,國家的光榮感生死與共的共同體這一段記憶將會存在我們每一個人心中團結的感覺就是這個樣子,"['國家', '的', '光榮感', '，', '生死與共', '的', '共同體', '，', '這', '一', '段', '記憶', '，', '將', '會', '存在', '我們', '每', '一', '個', '人', '心', '中', '。', '團結', '的', '感覺', '，', '就', '是', '這', '個', '樣子']"
70,蔡英文,民進黨,2020,15,我們今天現場，有許多各國使節代表，而且我相信，世界上一定有許多國家，也都在關心臺灣,我們今天現場有許多各國使節代表而且我相信世界上一定有許多國家也都在關心臺灣,"['我們', '今天', '現場', '，', '有', '許多', '各', '國', '使節', '代表', '，', '而且', '我', '相信', '，', '世界', '上', '一定', '有', '許多', '國家', '，', '也', '都', '在', '關心', '臺灣']"
71,蔡英文,民進黨,2020,15,我想藉著這個機會告訴你們，你們看到的國家，有一群善良而堅韌的人民。這一群人民，無論在多麼艱難的環境中，依然能靠著我們的民主、我們的團結，和我們對彼此的責任感，克服挑戰、度過難關，讓臺灣在世界上屹立不搖,我想藉著這個機會告訴你們你們看到的國家有一群善良而堅韌的人民這一群人民無論在多麼艱難的環境中依然能靠著我們的民主我們的團結和我們對彼此的責任感克服挑戰度過難關讓臺灣在世界上屹立不搖,"['我', '想', '藉著', '這', '個', '機會', '告訴', '你們', '，', '你們', '看到', '的', '國家', '，', '有', '一', '群', '善良', '而', '堅韌', '的', '人民', '。', '這', '一', '群', '人民', '，', '無論', '在', '多麼', '艱難', '的', '環境', '中', '，', '依然', '能', '靠', '著', '我們', '的', '民主', '、', '我們', '的', '團結', '，', '和', '我們', '對', '彼此', '的', '責任感', '，', '克服', '挑戰', '、', '度過', '難關', '，', '讓', '臺灣', '在', '世界', '上', '屹立不搖']"
72,蔡英文,民進黨,2020,15,從一月到現在，臺灣連續兩次讓國際社會驚豔。第一次是我們的民主選舉，第二次則是我們的防疫成績,從一月到現在臺灣連續兩次讓國際社會驚豔第一次是我們的民主選舉第二次則是我們的防疫成績,"['從', '一月', '到', '現在', '，', '臺灣', '連續', '兩', '次', '讓', '國際', '社會', '驚豔', '。', '第一', '次', '是', '我們', '的', '民主', '選舉', '，', '第二', '次', '則', '是', '我們', '的', '防疫', '成績']"
73,蔡英文,民進黨,2020,15,過去這一段時間，因為防疫的成功，「臺灣」出現在全世界的各大新聞媒體上,過去這一段時間因為防疫的成功臺灣出現在全世界的各大新聞媒體上,"['過去', '這', '一', '段', '時間', '，', '因為', '防疫', '的', '成功', '，', '「', '臺灣', '」', '出現', '在', '全', '世界', '的', '各', '大', '新聞', '媒體', '上']"
74,蔡英文,民進黨,2020,15,「臺灣」也寫在我們一箱又一箱送往國外的物資上頭。臺灣人是世界上最良善的一群人，當我們有能力的時候，一定會向國際社會伸出援手,臺灣也寫在我們一箱又一箱送往國外的物資上頭臺灣人是世界上最良善的一群人當我們有能力的時候一定會向國際社會伸出援手,"['「', '臺灣', '」', '也', '寫', '在', '我們', '一', '箱', '又', '一', '箱', '送往', '國外', '的', '物資', '上頭', '。', '臺灣人', '是', '世界', '上', '最', '良善', '的', '一', '群', '人', '，', '當', '我們', '有', '能力', '的', '時候', '，', '一定', '會', '向', '國際', '社會', '伸出', '援手']"
75,蔡英文,民進黨,2020,15,我也希望全體國人同胞，除了分享光榮跟喜悅之外，也能體會「自助助人、自助人助」的精神,我也希望全體國人同胞除了分享光榮跟喜悅之外也能體會自助助人自助人助的精神,"['我', '也', '希望', '全體', '國人', '同胞', '，', '除了', '分享', '光榮', '跟', '喜悅', '之外', '，', '也', '能', '體會', '「', '自助助人', '、', '自助人助', '」', '的', '精神']"
76,蔡英文,民進黨,2020,15,疫情還沒有完全結束，我們不能有絲毫鬆懈。就算疫情過去了，衝擊也不會立刻散去,疫情還沒有完全結束我們不能有絲毫鬆懈就算疫情過去了衝擊也不會立刻散去,"['疫情', '還', '沒有', '完全', '結束', '，', '我們', '不能', '有', '絲毫', '鬆懈', '。', '就算', '疫情', '過去', '了', '，', '衝擊', '也', '不會', '立刻', '散去']"
77,蔡英文,民進黨,2020,15,這次疫情對全球的衝擊既深又廣，它改變了全球政治經濟的秩序，不僅加速、加大了全球供應鏈的重組，重新排列了經濟板塊，也改變了人們的生活和消費型態，甚至也改變了國際社會對臺灣和周邊情勢的想像,這次疫情對全球的衝擊既深又廣它改變了全球政治經濟的秩序不僅加速加大了全球供應鏈的重組重新排列了經濟板塊也改變了人們的生活和消費型態甚至也改變了國際社會對臺灣和周邊情勢的想像,"['這', '次', '疫情', '對', '全球', '的', '衝擊', '既', '深', '又', '廣', '，', '它', '改變', '了', '全球', '政治', '經濟', '的', '秩序', '，', '不僅', '加速', '、', '加大', '了', '全球', '供應鏈', '的', '重組', '，', '重新', '排列', '了', '經濟', '板塊', '，', '也', '改變', '了', '人們', '的', '生活', '和', '消費', '型態', '，', '甚至', '也', '改變', '了', '國際', '社會', '對', '臺灣', '和', '周邊', '情勢', '的', '想像']"
78,蔡英文,民進黨,2020,15,這些改變是挑戰，但也是機會。我要請所有的國人同胞做好準備，因為接下來，還有各種考驗和難關在等著我們,這些改變是挑戰但也是機會我要請所有的國人同胞做好準備因為接下來還有各種考驗和難關在等著我們,"['這些', '改變', '是', '挑戰', '，', '但', '也', '是', '機會', '。', '我', '要', '請', '所有', '的', '國人', '同胞', '做好', '準備', '，', '因為', '接下來', '，', '還', '有', '各', '種', '考驗', '和', '難關', '在', '等', '著', '我們']"
79,蔡英文,民進黨,2020,15,未來四年，誰能從疫情中脫困；誰能針對疫情所帶來的改變，研擬國家的生存發展策略。誰能在疫情過後，複雜詭譎的國際情勢間，掌握機會，誰就能讓國家在世界中脫穎而出,未來四年誰能從疫情中脫困誰能針對疫情所帶來的改變研擬國家的生存發展策略誰能在疫情過後複雜詭譎的國際情勢間掌握機會誰就能讓國家在世界中脫穎而出,"['未來', '四', '年', '，', '誰', '能', '從', '疫情', '中', '脫困', '；', '誰', '能', '針對', '疫情', '所', '帶來', '的', '改變', '，', '研擬', '國家', '的', '生存', '發展', '策略', '。', '誰', '能', '在', '疫情', '過後', '，', '複雜', '詭譎', '的', '國際', '情勢', '間', '，', '掌握', '機會', '，', '誰', '就', '能', '讓', '國家', '在', '世界', '中', '脫穎而出']"
80,蔡英文,民進黨,2020,15,治理國家從來不能依賴激情，而是要在變局中，保持冷靜、指出方向。過去四年，這一點，我做到了,治理國家從來不能依賴激情而是要在變局中保持冷靜指出方向過去四年這一點我做到了,"['治理', '國家', '從來', '不能', '依賴', '激情', '，', '而是', '要', '在', '變局', '中', '，', '保持', '冷靜', '、', '指出', '方向', '。', '過去', '四', '年', '，', '這', '一', '點', '，', '我', '做到', '了']"
81,蔡英文,民進黨,2020,15,我說過，我會留下一個更好的國家給各位。所以，下一個四年，在產業發展、社會安定、國家安全、民主深化，這四大面向上，我也會超前部署，讓臺灣脫胎換骨，我會帶領臺灣迎向未來,我說過我會留下一個更好的國家給各位所以下一個四年在產業發展社會安定國家安全民主深化這四大面向上我也會超前部署讓臺灣脫胎換骨我會帶領臺灣迎向未來,"['我', '說', '過', '，', '我', '會', '留下', '一', '個', '更', '好', '的', '國家', '給', '各位', '。', '所以', '，', '下', '一', '個', '四', '年', '，', '在', '產業', '發展', '、', '社會', '安定', '、', '國家', '安全', '、', '民主', '深化', '，', '這', '四', '大', '面向', '上', '，', '我', '也', '會', '超前', '部署', '，', '讓', '臺灣', '脫胎換骨', '，', '我', '會', '帶領', '臺灣', '迎向', '未來']"
82,蔡英文,民進黨,2020,15,我知道，臺灣人民最關心的，就是我們的產業和經濟的發展。我們在2016年啟動了「經濟發展新模式」，致力讓臺灣經濟走向世界。四年來，在國際經濟的巨大變局下，臺灣不僅挺了過來，經濟成長更回到四小龍的第一名，股市萬點也成為常態,我知道臺灣人民最關心的就是我們的產業和經濟的發展我們在2016年啟動了經濟發展新模式致力讓臺灣經濟走向世界四年來在國際經濟的巨大變局下臺灣不僅挺了過來經濟成長更回到四小龍的第一名股市萬點也成為常態,"['我', '知道', '，', '臺灣', '人民', '最', '關心', '的', '，', '就', '是', '我們', '的', '產業', '和', '經濟', '的', '發展', '。', '我們', '在', '2016年', '啟動', '了', '「', '經濟', '發展', '新', '模式', '」', '，', '致力', '讓', '臺灣', '經濟', '走向', '世界', '。', '四', '年', '來', '，', '在', '國際', '經濟', '的', '巨大', '變局', '下', '，', '臺灣', '不僅', '挺', '了', '過來', '，', '經濟', '成長', '更', '回到', '四小龍', '的', '第一', '名', '，', '股市', '萬', '點', '也', '成為', '常態']"
83,蔡英文,民進黨,2020,15,因為疫情控制得當，臺灣至今，仍然可以維持經濟正成長，這是全球少有的。但我們在紓困以及振興經濟上，必須持續超前部署，全力維持經濟穩定成長,因為疫情控制得當臺灣至今仍然可以維持經濟正成長這是全球少有的但我們在紓困以及振興經濟上必須持續超前部署全力維持經濟穩定成長,"['因為', '疫情', '控制', '得當', '，', '臺灣', '至今', '，', '仍然', '可以', '維持', '經濟', '正成長', '，', '這', '是', '全球', '少有', '的', '。', '但', '我們', '在', '紓困', '以及', '振興', '經濟', '上', '，', '必須', '持續', '超前', '部署', '，', '全力', '維持', '經濟', '穩定', '成長']"
84,蔡英文,民進黨,2020,15,未來四年，我們面對的，是全球經濟更劇烈變動，和供應鏈加速重整的局面。在整體經濟方面，我們將秉持「穩定中追求成長、變局中把握先機」的政策理念，持續落實前瞻基礎建設、兆元投資等重大計畫，來鞏固未來幾十年的經濟發展,未來四年我們面對的是全球經濟更劇烈變動和供應鏈加速重整的局面在整體經濟方面我們將秉持穩定中追求成長變局中把握先機的政策理念持續落實前瞻基礎建設兆元投資等重大計畫來鞏固未來幾十年的經濟發展,"['未來', '四', '年', '，', '我們', '面對', '的', '，', '是', '全球', '經濟', '更', '劇烈', '變動', '，', '和', '供應鏈', '加速', '重整', '的', '局面', '。', '在', '整體', '經濟', '方面', '，', '我們', '將', '秉持', '「', '穩定', '中', '追求', '成長', '、', '變局', '中', '把握', '先機', '」', '的', '政策', '理念', '，', '持續', '落實', '前瞻', '基礎', '建設', '、', '兆', '元', '投資', '等', '重大', '計畫', '，', '來', '鞏固', '未來', '幾十', '年', '的', '經濟', '發展']"
85,蔡英文,民進黨,2020,15,在產業發展方面，我們更要抓住時機，在5+2產業創新的既有基礎上，打造「六大核心戰略產業」，讓臺灣成為未來全球經濟的關鍵力量,在產業發展方面我們更要抓住時機在5+2產業創新的既有基礎上打造六大核心戰略產業讓臺灣成為未來全球經濟的關鍵力量,"['在', '產業', '發展', '方面', '，', '我們', '更', '要', '抓住', '時機', '，', '在', '5+2', '產業', '創新', '的', '既有', '基礎', '上', '，', '打造', '「', '六', '大', '核心', '戰略', '產業', '」', '，', '讓', '臺灣', '成為', '未來', '全球', '經濟', '的', '關鍵', '力量']"
86,蔡英文,民進黨,2020,15,第一，臺灣要持續強化資訊及數位相關產業發展。我們要利用半導體和資通訊產業的優勢，全力搶占全球供應鏈的核心地位，讓臺灣成為下一個世代，資訊科技的重要基地，全力促進物聯網和人工智慧的發展,第一臺灣要持續強化資訊及數位相關產業發展我們要利用半導體和資通訊產業的優勢全力搶占全球供應鏈的核心地位讓臺灣成為下一個世代資訊科技的重要基地全力促進物聯網和人工智慧的發展,"['第一', '，', '臺灣', '要', '持續', '強化', '資訊', '及', '數位', '相關', '產業', '發展', '。', '我們', '要', '利用', '半導體', '和', '資通訊', '產業', '的', '優勢', '，', '全力', '搶占', '全球', '供應鏈', '的', '核心', '地位', '，', '讓', '臺灣', '成為', '下', '一', '個', '世代', '，', '資訊', '科技', '的', '重要', '基地', '，', '全力', '促進', '物聯網', '和', '人工', '智慧', '的', '發展']"
87,蔡英文,民進黨,2020,15,第二，臺灣要發展可以結合5G時代、數位轉型、以及國家安全的資安產業。我們要全力打造可以有效保護自己，也能被世界信賴的資安系統及產業鏈,第二臺灣要發展可以結合5G時代數位轉型以及國家安全的資安產業我們要全力打造可以有效保護自己也能被世界信賴的資安系統及產業鏈,"['第二', '，', '臺灣', '要', '發展', '可以', '結合', '5G', '時代', '、', '數位', '轉型', '、', '以及', '國家', '安全', '的', '資安', '產業', '。', '我們', '要', '全力', '打造', '可以', '有效', '保護', '自己', '，', '也', '能', '被', '世界', '信賴', '的', '資安', '系統', '及', '產業鏈']"
88,蔡英文,民進黨,2020,15,第三，我們要打造接軌全球的生物及醫療科技產業。這次疫情中，無論是試劑製造、或是新藥和疫苗的研發，「臺灣團隊」都有足夠的能力，跟全球頂尖技術接軌。我們要全力扶持相關產業，讓臺灣成為全球克服疫病挑戰的關鍵力量,第三我們要打造接軌全球的生物及醫療科技產業這次疫情中無論是試劑製造或是新藥和疫苗的研發臺灣團隊都有足夠的能力跟全球頂尖技術接軌我們要全力扶持相關產業讓臺灣成為全球克服疫病挑戰的關鍵力量,"['第三', '，', '我們', '要', '打造', '接軌', '全球', '的', '生物', '及', '醫療', '科技', '產業', '。', '這', '次', '疫情', '中', '，', '無論', '是', '試劑', '製造', '、', '或是', '新', '藥', '和', '疫苗', '的', '研發', '，', '「', '臺灣', '團隊', '」', '都', '有', '足夠', '的', '能力', '，', '跟', '全球', '頂尖', '技術', '接軌', '。', '我們', '要', '全力', '扶持', '相關', '產業', '，', '讓', '臺灣', '成為', '全球', '克服', '疫病', '挑戰', '的', '關鍵', '力量']"
89,蔡英文,民進黨,2020,15,第四，我們要發展軍民整合的國防及戰略產業。除了已經在進行當中的國艦國造、國機國造，我們會更強力推動軍民技術整合，激發民間製造能量，更進一步進軍航空及太空產業,第四我們要發展軍民整合的國防及戰略產業除了已經在進行當中的國艦國造國機國造我們會更強力推動軍民技術整合激發民間製造能量更進一步進軍航空及太空產業,"['第四', '，', '我們', '要', '發展', '軍民', '整合', '的', '國防', '及', '戰略', '產業', '。', '除了', '已經', '在', '進行', '當中', '的', '國', '艦', '國造', '、', '國機', '國造', '，', '我們', '會', '更', '強力', '推動', '軍民', '技術', '整合', '，', '激發', '民間', '製造', '能量', '，', '更', '進一步', '進軍', '航空', '及', '太空', '產業']"
90,蔡英文,民進黨,2020,15,第五，我們要加速發展綠電及再生能源產業。過去四年，再生能源有飛躍性的發展，臺灣成為國際再生能源投資的熱點。在這個基礎上，2025年綠能占整體能源百分之二十的目標，我有信心可以達成，臺灣將成為亞太綠能中心,第五我們要加速發展綠電及再生能源產業過去四年再生能源有飛躍性的發展臺灣成為國際再生能源投資的熱點在這個基礎上2025年綠能占整體能源百分之二十的目標我有信心可以達成臺灣將成為亞太綠能中心,"['第五', '，', '我們', '要', '加速', '發展', '綠電', '及', '再生', '能源', '產業', '。', '過去', '四', '年', '，', '再生', '能源', '有', '飛躍性', '的', '發展', '，', '臺灣', '成為', '國際', '再生', '能源', '投資', '的', '熱點', '。', '在', '這', '個', '基礎', '上', '，', '2025年', '綠能', '占', '整體', '能源', '百分之二十', '的', '目標', '，', '我', '有', '信心', '可以', '達成', '，', '臺灣', '將', '成為', '亞太', '綠能', '中心']"
91,蔡英文,民進黨,2020,15,第六，我們還要建構足以確保關鍵物資供應的民生及戰備產業。面對未來的全球秩序變化，從口罩、醫療及民生用品、能源到糧食供應，我們要把重要的產業鏈留在國內，維持一定的自給率,第六我們還要建構足以確保關鍵物資供應的民生及戰備產業面對未來的全球秩序變化從口罩醫療及民生用品能源到糧食供應我們要把重要的產業鏈留在國內維持一定的自給率,"['第六', '，', '我們', '還要', '建構', '足以', '確保', '關鍵', '物資', '供應', '的', '民生', '及', '戰備', '產業', '。', '面對', '未來', '的', '全球', '秩序', '變化', '，', '從', '口罩', '、', '醫療', '及', '民生', '用品', '、', '能源', '到', '糧食', '供應', '，', '我們', '要', '把', '重要', '的', '產業鏈', '留在', '國內', '，', '維持', '一定', '的', '自給率']"
92,蔡英文,民進黨,2020,15,在當前的國際局勢中，誰能擺脫依賴，誰就掌握國家生存發展的先機。我要請所有產業界的朋友們放心，政府不會讓產業孤單。在未來幾年，我們有幾個主要的策略，來全力帶動產業發展,在當前的國際局勢中誰能擺脫依賴誰就掌握國家生存發展的先機我要請所有產業界的朋友們放心政府不會讓產業孤單在未來幾年我們有幾個主要的策略來全力帶動產業發展,"['在', '當前', '的', '國際', '局勢', '中', '，', '誰', '能', '擺脫', '依賴', '，', '誰', '就', '掌握', '國家', '生存', '發展', '的', '先機', '。', '我', '要', '請', '所有', '產業界', '的', '朋友', '們', '放心', '，', '政府', '不會', '讓', '產業', '孤單', '。', '在', '未來', '幾', '年', '，', '我們', '有', '幾', '個', '主要', '的', '策略', '，', '來', '全力', '帶動', '產業', '發展']"
93,蔡英文,民進黨,2020,15,首先，我們要將國內需求，作為基礎能量，來帶動產業發展。尤其是公共部門的需求，以及維持國家安全的基本需求,首先我們要將國內需求作為基礎能量來帶動產業發展尤其是公共部門的需求以及維持國家安全的基本需求,"['首先', '，', '我們', '要', '將', '國內', '需求', '，', '作為', '基礎', '能量', '，', '來', '帶動', '產業', '發展', '。', '尤其', '是', '公共', '部門', '的', '需求', '，', '以及', '維持', '國家', '安全', '的', '基本', '需求']"
94,蔡英文,民進黨,2020,15,像是在這次疫情中，口罩等防疫物資的戰略需求，帶動了相關產業的發展，就是最好的例子。我們的國防產業和再生能源產業，也都能循著類似的模式，加速發展,像是在這次疫情中口罩等防疫物資的戰略需求帶動了相關產業的發展就是最好的例子我們的國防產業和再生能源產業也都能循著類似的模式加速發展,"['像是', '在', '這', '次', '疫情', '中', '，', '口罩', '等', '防疫', '物資', '的', '戰略', '需求', '，', '帶動', '了', '相關', '產業', '的', '發展', '，', '就', '是', '最', '好', '的', '例子', '。', '我們', '的', '國防', '產業', '和', '再生', '能源', '產業', '，', '也', '都', '能', '循', '著', '類似', '的', '模式', '，', '加速', '發展']"
95,蔡英文,民進黨,2020,15,不只有口罩國家隊，未來，我們也會視各產業的規模及條件，組成國家隊。藉由政府對內部需求的保證，建立「臺灣品牌」的全球戰略物資製造業，並且拓展到其他市場,不只有口罩國家隊未來我們也會視各產業的規模及條件組成國家隊藉由政府對內部需求的保證建立臺灣品牌的全球戰略物資製造業並且拓展到其他市場,"['不只', '有', '口罩', '國家隊', '，', '未來', '，', '我們', '也', '會', '視', '各', '產業', '的', '規模', '及', '條件', '，', '組成', '國家隊', '。', '藉由', '政府', '對', '內部', '需求', '的', '保證', '，', '建立', '「', '臺灣', '品牌', '」', '的', '全球', '戰略', '物資', '製造業', '，', '並且', '拓展到', '其他', '市場']"
96,蔡英文,民進黨,2020,15,再來，我們知道，金融支援是產業發展最重要的環節。未來，我們會採取更靈活的金融政策，持續改革金融體制，運用更多元的金融手段，來協助產業的資金需求,再來我們知道金融支援是產業發展最重要的環節未來我們會採取更靈活的金融政策持續改革金融體制運用更多元的金融手段來協助產業的資金需求,"['再來', '，', '我們', '知道', '，', '金融', '支援', '是', '產業', '發展', '最', '重要', '的', '環節', '。', '未來', '，', '我們', '會', '採取', '更', '靈活', '的', '金融', '政策', '，', '持續', '改革', '金融', '體制', '，', '運用', '更', '多元', '的', '金融', '手段', '，', '來', '協助', '產業', '的', '資金', '需求']"
97,蔡英文,民進黨,2020,15,我們也會全力打造安全的產業環境。政府將致力於維持完善的公衛體系、堅固的國家安全體系、穩定的社會、良好的法治、以及健全的市場。有了這些保證，全球的高科技和戰略性產業，才會願意選擇臺灣，作為生產和研發基地,我們也會全力打造安全的產業環境政府將致力於維持完善的公衛體系堅固的國家安全體系穩定的社會良好的法治以及健全的市場有了這些保證全球的高科技和戰略性產業才會願意選擇臺灣作為生產和研發基地,"['我們', '也', '會', '全力', '打造', '安全', '的', '產業', '環境', '。', '政府', '將', '致力', '於', '維持', '完善', '的', '公衛', '體系', '、', '堅固', '的', '國家', '安全', '體系', '、', '穩定', '的', '社會', '、', '良好', '的', '法治', '、', '以及', '健全', '的', '市場', '。', '有', '了', '這些', '保證', '，', '全球', '的', '高科技', '和', '戰略性', '產業', '，', '才', '會', '願意', '選擇', '臺灣', '，', '作為', '生產', '和', '研發', '基地']"
98,蔡英文,民進黨,2020,15,接下來，我們也要持續引導產業布局全球。和美、日、歐洽簽貿易或投資保障協定，這個目標我們會繼續努力,接下來我們也要持續引導產業布局全球和美日歐洽簽貿易或投資保障協定這個目標我們會繼續努力,"['接下來', '，', '我們', '也', '要', '持續', '引導', '產業', '布局', '全球', '。', '和', '美', '、', '日', '、', '歐', '洽簽', '貿易', '或', '投資', '保障', '協定', '，', '這', '個', '目標', '我們', '會', '繼續', '努力']"
99,蔡英文,民進黨,2020,15,我們持續推動新南向政策的同時，也會積極開拓其他有潛力的市場，鼓勵廠商前往布局，為產業的國際合作，創造更有利的條件。當我們在全球尋找機會時，各地的台商將會是我們最好的夥伴,我們持續推動新南向政策的同時也會積極開拓其他有潛力的市場鼓勵廠商前往布局為產業的國際合作創造更有利的條件當我們在全球尋找機會時各地的台商將會是我們最好的夥伴,"['我們', '持續', '推動', '新', '南向', '政策', '的', '同時', '，', '也', '會', '積極', '開拓', '其他', '有', '潛力', '的', '市場', '，', '鼓勵', '廠商', '前往', '布局', '，', '為', '產業', '的', '國際', '合作', '，', '創造', '更', '有利', '的', '條件', '。', '當', '我們', '在', '全球', '尋找', '機會', '時', '，', '各', '地', '的', '台商', '將', '會', '是', '我們', '最', '好', '的', '夥伴']"
100,蔡英文,民進黨,2020,15,最後，則是人才的問題。臺灣要成為全球經濟的關鍵力量，就必須匯聚各方的人才。蔡英文的政府，會全力爭取國際上最頂尖的技術、研發和管理人才，讓臺灣產業的團隊能夠更加國際化，擁有全球競爭的視野和能力,最後則是人才的問題臺灣要成為全球經濟的關鍵力量就必須匯聚各方的人才蔡英文的政府會全力爭取國際上最頂尖的技術研發和管理人才讓臺灣產業的團隊能夠更加國際化擁有全球競爭的視野和能力,"['最後', '，', '則', '是', '人才', '的', '問題', '。', '臺灣', '要', '成為', '全球', '經濟', '的', '關鍵', '力量', '，', '就', '必須', '匯聚', '各', '方', '的', '人才', '。', '蔡英文', '的', '政府', '，', '會', '全力', '爭取', '國際', '上', '最', '頂尖', '的', '技術', '、', '研發', '和', '管理', '人才', '，', '讓', '臺灣', '產業', '的', '團隊', '能夠', '更加', '國際化', '，', '擁有', '全球', '競爭', '的', '視野', '和', '能力']"
101,蔡英文,民進黨,2020,15,未來，臺灣更要和國際進一步接軌，我們將在雙語國家及數位領域上，培養更多的本土人才和菁英，讓產業有更強的國際競爭力,未來臺灣更要和國際進一步接軌我們將在雙語國家及數位領域上培養更多的本土人才和菁英讓產業有更強的國際競爭力,"['未來', '，', '臺灣', '更', '要', '和', '國際', '進一步', '接軌', '，', '我們', '將', '在', '雙語', '國家', '及', '數位', '領域', '上', '，', '培養', '更多', '的', '本土', '人才', '和', '菁英', '，', '讓', '產業', '有', '更', '強', '的', '國際', '競爭力']"
102,蔡英文,民進黨,2020,15,未來四年，更融通的金流、更活水的人流、更強勁的產業實力、更與世界緊密連結的臺灣，將開啟嶄新的經濟格局，迎向繁榮新時代,未來四年更融通的金流更活水的人流更強勁的產業實力更與世界緊密連結的臺灣將開啟嶄新的經濟格局迎向繁榮新時代,"['未來', '四', '年', '，', '更', '融通', '的', '金流', '、', '更', '活水', '的', '人流', '、', '更', '強勁', '的', '產業', '實力', '、', '更', '與', '世界', '緊密', '連結', '的', '臺灣', '，', '將', '開啟', '嶄新', '的', '經濟', '格局', '，', '迎向', '繁榮', '新', '時代']"
103,蔡英文,民進黨,2020,15,產業發展的同時，我們不會忘記社會安定，也是人民對政府的重要期待。一個更好的國家，政府必須要擔起更多責任，來減輕人民的負擔，減少社會的問題,產業發展的同時我們不會忘記社會安定也是人民對政府的重要期待一個更好的國家政府必須要擔起更多責任來減輕人民的負擔減少社會的問題,"['產業', '發展', '的', '同時', '，', '我們', '不會', '忘記', '社會', '安定', '，', '也', '是', '人民', '對', '政府', '的', '重要', '期待', '。', '一', '個', '更', '好', '的', '國家', '，', '政府', '必須', '要', '擔', '起', '更多', '責任', '，', '來', '減輕', '人民', '的', '負擔', '，', '減少', '社會', '的', '問題']"
104,蔡英文,民進黨,2020,15,過去幾年，我們把長照2.0、幼托照顧、居住正義的問題，一個一個補了起來。未來四年，我的目標，就是要把這張網，做得更綿密，接住每一個需要幫助的人，盡量不要讓憾事再發生,過去幾年我們把長照20幼托照顧居住正義的問題一個一個補了起來未來四年我的目標就是要把這張網做得更綿密接住每一個需要幫助的人盡量不要讓憾事再發生,"['過去', '幾', '年', '，', '我們', '把', '長照', '2.0', '、', '幼托', '照顧', '、', '居住', '正義', '的', '問題', '，', '一', '個', '一', '個', '補', '了', '起來', '。', '未來', '四', '年', '，', '我', '的', '目標', '，', '就', '是', '要', '把', '這', '張', '網', '，', '做', '得', '更', '綿密', '，', '接住', '每', '一', '個', '需要', '幫助', '的', '人', '，', '盡量', '不要', '讓', '憾事', '再', '發生']"
105,蔡英文,民進黨,2020,15,首先，我們要更強化健康和防疫安全網。臺灣已經是高齡社會，疫病的流行，對人民的健康是嚴厲的挑戰。因此我們必須強化疫病防治和醫療能量，結合產業，在疫苗和藥物的開發、以及傳染病防治的領域，有更多突破，讓人民可以更健康、受到更好的照顧,首先我們要更強化健康和防疫安全網臺灣已經是高齡社會疫病的流行對人民的健康是嚴厲的挑戰因此我們必須強化疫病防治和醫療能量結合產業在疫苗和藥物的開發以及傳染病防治的領域有更多突破讓人民可以更健康受到更好的照顧,"['首先', '，', '我們', '要', '更', '強化', '健康', '和', '防疫', '安全網', '。', '臺灣', '已經', '是', '高齡', '社會', '，', '疫病', '的', '流行', '，', '對', '人民', '的', '健康', '是', '嚴厲', '的', '挑戰', '。', '因此', '我們', '必須', '強化', '疫病', '防治', '和', '醫療', '能量', '，', '結合', '產業', '，', '在', '疫苗', '和', '藥物', '的', '開發', '、', '以及', '傳染病', '防治', '的', '領域', '，', '有', '更多', '突破', '，', '讓', '人民', '可以', '更', '健康', '、', '受到', '更', '好', '的', '照顧']"
106,蔡英文,民進黨,2020,15,接著，我們要把社會安全網的漏洞補起來。這幾年來，有幾起跟「思覺失調症」患者相關的治安事件，引起很多討論。不只是「思覺失調症」，其他精神疾病、毒癮、家庭暴力等問題也一樣,接著我們要把社會安全網的漏洞補起來這幾年來有幾起跟思覺失調症患者相關的治安事件引起很多討論不只是思覺失調症其他精神疾病毒癮家庭暴力等問題也一樣,"['接著', '，', '我們', '要', '把', '社會', '安全', '網', '的', '漏洞', '補', '起來', '。', '這', '幾', '年', '來', '，', '有', '幾', '起', '跟', '「', '思覺', '失調', '症', '」', '患者', '相關', '的', '治安', '事件', '，', '引起', '很多', '討論', '。', '不只', '是', '「', '思覺', '失調', '症', '」', '，', '其他', '精神', '疾病', '、', '毒癮', '、', '家庭', '暴力', '等', '問題', '也', '一樣']"
107,蔡英文,民進黨,2020,15,我了解民眾的憂慮，這不只是個人或家庭的事，更是政府的事。當家庭無法妥善照顧這些患者時，政府就有責任介入協助,我了解民眾的憂慮這不只是個人或家庭的事更是政府的事當家庭無法妥善照顧這些患者時政府就有責任介入協助,"['我', '了解', '民眾', '的', '憂慮', '，', '這', '不只', '是', '個人', '或', '家庭', '的', '事', '，', '更', '是', '政府', '的', '事', '。', '當', '家庭', '無法', '妥善', '照顧', '這些', '患者', '時', '，', '政府', '就', '有', '責任', '介入', '協助']"
